ticket_text,sentiment,topic
Still waiting for a fix on error 500 while uploading a file.,negative,technical
Still waiting for a fix on my invoice is incorrect.,negative,billing
Great job handling please add a dark‑mode option.,positive,feature
Thanks for the quick resolution of error 500 while uploading a file.,positive,technical
Thanks for the quick resolution of i can't update my profile details.,positive,account
Appreciate the support on i can't update my profile details.,positive,account
Thanks for the quick resolution of please update my billing address.,positive,billing
I'm frustrated because my invoice is incorrect!,negative,billing
Thanks for the quick resolution of cannot connect to server.,positive,technical
Still waiting for a fix on app crashes on start‑up.,negative,technical
Thanks for the quick resolution of internet has been down since morning.,positive,service
Thanks for the quick resolution of account locked after failed attempts.,positive,account
This is unacceptable: cannot connect to server.,negative,technical
This is unacceptable: password‑reset link not working.,negative,account
I'm frustrated because i can't update my profile details!,negative,account
Still waiting for a fix on password‑reset link not working.,negative,account
I'm frustrated because account locked after failed attempts!,negative,account
Great job handling pages load very slowly.,positive,service
Appreciate the support on requesting integration with slack.,positive,feature
Appreciate the support on app crashes on start‑up.,positive,technical
Thanks for the quick resolution of internet has been down since morning.,positive,service
Appreciate the support on pages load very slowly.,positive,service
This is unacceptable: password‑reset link not working.,negative,account
Thanks for the quick resolution of need an export‑to‑csv feature.,positive,feature
Still waiting for a fix on please add a dark‑mode option.,negative,feature
Appreciate the support on password‑reset link not working.,positive,account
This is unacceptable: cannot connect to server.,negative,technical
Appreciate the support on i can't update my profile details.,positive,account
I'm frustrated because please add a dark‑mode option!,negative,feature
Still waiting for a fix on password‑reset link not working.,negative,account
Thanks for the quick resolution of i can't update my profile details.,positive,account
Still waiting for a fix on cannot connect to server.,negative,technical
Great job handling please add a dark‑mode option.,positive,feature
Appreciate the support on requesting integration with slack.,positive,feature
